day,time,demand,clearing price (CNY/MWh)
2021/12/3,18:15,48607.86,574.35
2021/12/3,18:30,47897.55,574.35
2021/12/3,18:45,47127.25,574.35
2021/12/3,19:00,46840.81,574.35
2021/12/3,19:15,46562.07,451.58
2021/12/3,19:30,46310.74,451.58
2021/12/3,19:45,45896.55,451.58
2021/12/3,20:00,45422.86,451.58
2021/12/3,20:15,45615.71,426.65
2021/12/3,20:30,45798.75,426.65
2021/12/3,20:45,45649.84,426.65
2021/12/3,21:00,45687.12,426.65
2021/12/3,21:15,46012.09,391.92
2021/12/3,21:30,45040.9,391.92
2021/12/3,21:45,43833.54,391.92
2021/12/3,22:00,42840.09,391.92
2021/12/3,22:15,42372.32,324.63
2021/12/3,22:30,41638.94,324.63
2021/12/3,22:45,41384.36,324.63
2021/12/3,23:00,41991.64,324.63
2021/12/3,23:15,43622.35,353.5
2021/12/3,23:30,43383.88,353.5
2021/12/3,23:45,42780.06,353.5
2021/12/3,24:00:00,42284.13,353.5
2021/12/4,0:15,41751.85,342.36
2021/12/4,0:30,41443.47,342.36
2021/12/4,0:45,41354.99,342.36
2021/12/4,1:00,41048.9,342.36
2021/12/4,1:15,40862.62,329.55
2021/12/4,1:30,40368.35,329.55
2021/12/4,1:45,40438.18,329.55
2021/12/4,2:00,39903.79,329.55
2021/12/4,2:15,39985.55,323.59
2021/12/4,2:30,39908.22,323.59
2021/12/4,2:45,39674.65,323.59
2021/12/4,3:00,39467.31,323.59
2021/12/4,3:15,39399.68,324.93
2021/12/4,3:30,39656.84,324.93
2021/12/4,3:45,39469.13,324.93
2021/12/4,4:00,39701.33,324.93
2021/12/4,4:15,40025.81,341.3
2021/12/4,4:30,40670.79,341.3
2021/12/4,4:45,40935.55,341.3
2021/12/4,5:00,41326.35,341.3
2021/12/4,5:15,42431.34,378.8
2021/12/4,5:30,43096.99,378.8
2021/12/4,5:45,43648.13,378.8
2021/12/4,6:00,43728.77,378.8
2021/12/4,6:15,43966.95,410.25
2021/12/4,6:30,43862.92,410.25
2021/12/4,6:45,44484.73,410.25
2021/12/4,7:00,44976,410.25
2021/12/4,7:15,45693.05,456.5
2021/12/4,7:30,46542.28,456.5
2021/12/4,7:45,47310.95,456.5
2021/12/4,8:00,46893.26,456.5
2021/12/4,8:15,46146.73,400.26
2021/12/4,8:30,44764.07,400.26
2021/12/4,8:45,43158.44,400.26
2021/12/4,9:00,41433.48,400.26
2021/12/4,9:15,40189.79,316.58
2021/12/4,9:30,39138.22,316.58
2021/12/4,9:45,37519.1,316.58
2021/12/4,10:00,36676.92,316.58
2021/12/4,10:15,36177.26,245.69
2021/12/4,10:30,35937.99,245.69
2021/12/4,10:45,35014.22,245.69
2021/12/4,11:00,36086.49,245.69
2021/12/4,11:15,36958.42,187.75
2021/12/4,11:30,36806.49,187.75
2021/12/4,11:45,35687.1,187.75
2021/12/4,12:00,34453.45,187.75
2021/12/4,12:15,34023.49,-61.5
2021/12/4,12:30,34074.29,-61.5
2021/12/4,12:45,34656.89,-61.5
2021/12/4,13:00,35339.89,-61.5
2021/12/4,13:15,36929.67,292.75
2021/12/4,13:30,37531.2,292.75
2021/12/4,13:45,37582.1,292.75
2021/12/4,14:00,37788.75,292.75
2021/12/4,14:15,37751.63,313.97
2021/12/4,14:30,37659.72,313.97
2021/12/4,14:45,38557.92,313.97
2021/12/4,15:00,39817.78,313.97
2021/12/4,15:15,41513.91,396.2
2021/12/4,15:30,43044.44,396.2
2021/12/4,15:45,44592.43,396.2
2021/12/4,16:00,46100.96,396.2
2021/12/4,16:15,47462.84,636.6
2021/12/4,16:30,48546.3,636.6
2021/12/4,16:45,49678.49,636.6
2021/12/4,17:00,49990.44,636.6
2021/12/4,17:15,51264.09,834.45
2021/12/4,17:30,51501.4,834.45
2021/12/4,17:45,50633.19,834.45
2021/12/4,18:00,49474.59,834.45
2021/12/4,18:15,48354.53,592.92
2021/12/4,18:30,47372.01,592.92
2021/12/4,18:45,46374.75,592.92
2021/12/4,19:00,45824.44,592.92
2021/12/4,19:15,45231.48,481.31
2021/12/4,19:30,44839.92,481.31
2021/12/4,19:45,44124.98,481.31
2021/12/4,20:00,43404.15,481.31
2021/12/4,20:15,43000.01,462.71
2021/12/4,20:30,43008.43,462.71
2021/12/4,20:45,42759.71,462.71
2021/12/4,21:00,42767.27,462.71
2021/12/4,21:15,42773.3,433.77
2021/12/4,21:30,42117.6,433.77
2021/12/4,21:45,41795.64,433.77
2021/12/4,22:00,40506.39,433.77
2021/12/4,22:15,40288.86,382.14
2021/12/4,22:30,39636.96,382.14
2021/12/4,22:45,39184.77,382.14
2021/12/4,23:00,40212.35,382.14
2021/12/4,23:15,41645.77,412.82
2021/12/4,23:30,41896.82,412.82
2021/12/4,23:45,41041.46,412.82
2021/12/4,24:00:00,40469.93,412.82
2021/12/5,0:15,40169.67,462.18
2021/12/5,0:30,39555.05,462.18
2021/12/5,0:45,39266.81,462.18
2021/12/5,1:00,38824.17,462.18
2021/12/5,1:15,38678.26,453.67
2021/12/5,1:30,38289.32,453.67
2021/12/5,1:45,37884.13,453.67
2021/12/5,2:00,37700.43,453.67
2021/12/5,2:15,37440.65,445.6
2021/12/5,2:30,37048.5,445.6
2021/12/5,2:45,37123.63,445.6
2021/12/5,3:00,36567.66,445.6
2021/12/5,3:15,36559.54,440.48
2021/12/5,3:30,36658.07,440.48
2021/12/5,3:45,36324.8,440.48
2021/12/5,4:00,36429.52,440.48
2021/12/5,4:15,36509.38,447.01
2021/12/5,4:30,36711.55,447.01
2021/12/5,4:45,36960.77,447.01
2021/12/5,5:00,37333.51,447.01
2021/12/5,5:15,37538.3,479
2021/12/5,5:30,38201.52,479
2021/12/5,5:45,38497.1,479
2021/12/5,6:00,38490.38,479
2021/12/5,6:15,37928.74,475.58
2021/12/5,6:30,37566.69,475.58
2021/12/5,6:45,37757.25,475.58
2021/12/5,7:00,37970.47,475.58
2021/12/5,7:15,38331.3,499.82
2021/12/5,7:30,38924.06,499.82
2021/12/5,7:45,39030.51,499.82
2021/12/5,8:00,38744.82,499.82
2021/12/5,8:15,38367.23,441.17
2021/12/5,8:30,36885.44,441.17
2021/12/5,8:45,35166.06,441.17
2021/12/5,9:00,33556.08,441.17
2021/12/5,9:15,32756.09,264.57
2021/12/5,9:30,32220.83,264.57
2021/12/5,9:45,31858.29,264.57
2021/12/5,10:00,31787.78,264.57
2021/12/5,10:15,31672.75,-80
2021/12/5,10:30,31662.39,-80
2021/12/5,10:45,31775.23,-80
2021/12/5,11:00,31584.69,-80
2021/12/5,11:15,31264.44,-70.5
2021/12/5,11:30,30854.39,-70.5
2021/12/5,11:45,30702.48,-70.5
2021/12/5,12:00,30292.49,-70.5
2021/12/5,12:15,30324.12,-80
2021/12/5,12:30,30626.32,-80
2021/12/5,12:45,30627.17,-80
2021/12/5,13:00,30777.39,-80
2021/12/5,13:15,31404.37,-19.4
2021/12/5,13:30,31532.37,-19.4
2021/12/5,13:45,31607.81,-19.4
2021/12/5,14:00,31693.65,-19.4
2021/12/5,14:15,31859.34,132.5
2021/12/5,14:30,31745.48,132.5
2021/12/5,14:45,32197.43,132.5
2021/12/5,15:00,32241.56,132.5
2021/12/5,15:15,33018.76,429.06
2021/12/5,15:30,34528.43,429.06
2021/12/5,15:45,36346.98,429.06
2021/12/5,16:00,38256.65,429.06
2021/12/5,16:15,39644.66,562.3
2021/12/5,16:30,41097.65,562.3
2021/12/5,16:45,42273.71,562.3
2021/12/5,17:00,42300.9,562.3
2021/12/5,17:15,43239.18,603.2
2021/12/5,17:30,43188.59,603.2
2021/12/5,17:45,42400.84,603.2
2021/12/5,18:00,41180.82,603.2
2021/12/5,18:15,40235.09,492.31
2021/12/5,18:30,39587.12,492.31
2021/12/5,18:45,39018.11,492.31
2021/12/5,19:00,38565.15,492.31
2021/12/5,19:15,37959.58,445.5
2021/12/5,19:30,37874.8,445.5
2021/12/5,19:45,37760.47,445.5
2021/12/5,20:00,37304.59,445.5
2021/12/5,20:15,37275.69,444.06
2021/12/5,20:30,37204.92,444.06
2021/12/5,20:45,36965.98,444.06
2021/12/5,21:00,36798.96,444.06
2021/12/5,21:15,36740.88,433.12
2021/12/5,21:30,35862.68,433.12
2021/12/5,21:45,34968.69,433.12
2021/12/5,22:00,34271.03,433.12
2021/12/5,22:15,33733.7,413.2
2021/12/5,22:30,33407.84,413.2
2021/12/5,22:45,33249.61,413.2
2021/12/5,23:00,34272.91,413.2
2021/12/5,23:15,35765.76,442.65
2021/12/5,23:30,35847.11,442.65
2021/12/5,23:45,35261.49,442.65
2021/12/5,24:00:00,34960.31,442.65
2021/12/6,0:15,34871.3,461.5
2021/12/6,0:30,34724.94,461.5
2021/12/6,0:45,34785.93,461.5
2021/12/6,1:00,34700.79,461.5
2021/12/6,1:15,35073.68,459.58
2021/12/6,1:30,34856.5,459.58
2021/12/6,1:45,35037.11,459.58
2021/12/6,2:00,34913.39,459.58
2021/12/6,2:15,34861.08,463.61
2021/12/6,2:30,34791.14,463.61
2021/12/6,2:45,34783.81,463.61
2021/12/6,3:00,34683.01,463.61
2021/12/6,3:15,35082.7,480.12
2021/12/6,3:30,35500.08,480.12
2021/12/6,3:45,35880.85,480.12
2021/12/6,4:00,36231.66,480.12
2021/12/6,4:15,37060.93,505.55
2021/12/6,4:30,37602.87,505.55
2021/12/6,4:45,38072.46,505.55
2021/12/6,5:00,38922.4,505.55
2021/12/6,5:15,39645.37,556.55
2021/12/6,5:30,40358.19,556.55
2021/12/6,5:45,41501,556.55
2021/12/6,6:00,41631.96,556.55
2021/12/6,6:15,41803.78,604.09
2021/12/6,6:30,41844.15,604.09
2021/12/6,6:45,42328.42,604.09
2021/12/6,7:00,42409.87,604.09
2021/12/6,7:15,42362.21,635.64
2021/12/6,7:30,42635.03,635.64
2021/12/6,7:45,43768.35,635.64
2021/12/6,8:00,44270.8,635.64
2021/12/6,8:15,44394.07,565.92
2021/12/6,8:30,43520.94,565.92
2021/12/6,8:45,42882.96,565.92
2021/12/6,9:00,41659.62,565.92
2021/12/6,9:15,40457.17,457.65
2021/12/6,9:30,40152.3,457.65
2021/12/6,9:45,38314.69,457.65
2021/12/6,10:00,36911.08,457.65
2021/12/6,10:15,35824.62,249.75
2021/12/6,10:30,34955.95,249.75
2021/12/6,10:45,33813.95,249.75
2021/12/6,11:00,34109.01,249.75
2021/12/6,11:15,34812.31,128.71
2021/12/6,11:30,33881.54,128.71
2021/12/6,11:45,32667.83,128.71
2021/12/6,12:00,31287.91,128.71
2021/12/6,12:15,30310.27,-80
2021/12/6,12:30,29906.86,-80
2021/12/6,12:45,30442.44,-80
2021/12/6,13:00,30895.24,-80
2021/12/6,13:15,32059.6,-80
2021/12/6,13:30,32663.67,-80
2021/12/6,13:45,32949.46,-80
2021/12/6,14:00,32519.29,-80
2021/12/6,14:15,32047.61,-80
2021/12/6,14:30,31917.03,-80
2021/12/6,14:45,32441.08,-80
2021/12/6,15:00,33648.67,-80
2021/12/6,15:15,34701.98,428.05
2021/12/6,15:30,35875.68,428.05
2021/12/6,15:45,37360.9,428.05
2021/12/6,16:00,39038.05,428.05
2021/12/6,16:15,40286.99,537.61
2021/12/6,16:30,41765.8,537.61
2021/12/6,16:45,42877.95,537.61
2021/12/6,17:00,42391.64,537.61
2021/12/6,17:15,43369.86,662.92
2021/12/6,17:30,44026.71,662.92
2021/12/6,17:45,43343.79,662.92
2021/12/6,18:00,42461.41,662.92
2021/12/6,18:15,41744.57,537.62
2021/12/6,18:30,41332.23,537.62
2021/12/6,18:45,40872.96,537.62
2021/12/6,19:00,41011.04,537.62
2021/12/6,19:15,40445.38,513.46
2021/12/6,19:30,40795.44,513.46
2021/12/6,19:45,40847.94,513.46
2021/12/6,20:00,40535.59,513.46
2021/12/6,20:15,40867.96,522.16
2021/12/6,20:30,41053.34,522.16
2021/12/6,20:45,41038.93,522.16
2021/12/6,21:00,41021.15,522.16
2021/12/6,21:15,41077.09,519.21
2021/12/6,21:30,40719.34,519.21
2021/12/6,21:45,39683.74,519.21
2021/12/6,22:00,39318.54,519.21
2021/12/6,22:15,39098.67,501.22
2021/12/6,22:30,38791.83,501.22
2021/12/6,22:45,38311.8,501.22
2021/12/6,23:00,39332.86,501.22
2021/12/6,23:15,41255.11,544.1
2021/12/6,23:30,41303.22,544.1
2021/12/6,23:45,40993.86,544.1
2021/12/6,24:00:00,40574.69,544.1
2021/12/7,0:15,40716.11,334.41
2021/12/7,0:30,40419.07,334.41
2021/12/7,0:45,40541.93,334.41
2021/12/7,1:00,40793.36,334.41
2021/12/7,1:15,40807.86,324.79
2021/12/7,1:30,40939.81,324.79
2021/12/7,1:45,41018.97,324.79
2021/12/7,2:00,40424.13,324.79
2021/12/7,2:15,40662.3,317.51
2021/12/7,2:30,40472.51,317.51
2021/12/7,2:45,40356.39,317.51
2021/12/7,3:00,40376.9,317.51
2021/12/7,3:15,40252.2,314.99
2021/12/7,3:30,40433.34,314.99
2021/12/7,3:45,40347.71,314.99
2021/12/7,4:00,40499.57,314.99
2021/12/7,4:15,40616.03,329.49
2021/12/7,4:30,40563.22,329.49
2021/12/7,4:45,41154.9,329.49
2021/12/7,5:00,41312.77,329.49
2021/12/7,5:15,42176.84,384.27
2021/12/7,5:30,42774.23,384.27
2021/12/7,5:45,43620.28,384.27
2021/12/7,6:00,43889.97,384.27
2021/12/7,6:15,44540.02,438.7
2021/12/7,6:30,44908.89,438.7
2021/12/7,6:45,46175.81,438.7
2021/12/7,7:00,46348.23,438.7
2021/12/7,7:15,46384.2,492.87
2021/12/7,7:30,46502.74,492.87
2021/12/7,7:45,46914.68,492.87
2021/12/7,8:00,47040.04,492.87
2021/12/7,8:15,47527.62,486.74
2021/12/7,8:30,46486.81,486.74
2021/12/7,8:45,44922.05,486.74
2021/12/7,9:00,43391.99,486.74
2021/12/7,9:15,42443.38,355.24
2021/12/7,9:30,41684.7,355.24
2021/12/7,9:45,40406.72,355.24
2021/12/7,10:00,39843.08,355.24
2021/12/7,10:15,39058.43,298.02
2021/12/7,10:30,38596.99,298.02
2021/12/7,10:45,38135.57,298.02
2021/12/7,11:00,38574.19,298.02
2021/12/7,11:15,39818.02,287.97
2021/12/7,11:30,39559.58,287.97
2021/12/7,11:45,38718.85,287.97
2021/12/7,12:00,37298.28,287.97
2021/12/7,12:15,36527.24,259.75
2021/12/7,12:30,36387.42,259.75
2021/12/7,12:45,37151.46,259.75
2021/12/7,13:00,37889.7,259.75
2021/12/7,13:15,39420.31,311.53
2021/12/7,13:30,39997.07,311.53
2021/12/7,13:45,40675.68,311.53
2021/12/7,14:00,40335.81,311.53
2021/12/7,14:15,40056.47,324.42
2021/12/7,14:30,40344.5,324.42
2021/12/7,14:45,41550.76,324.42
2021/12/7,15:00,42680.49,324.42
2021/12/7,15:15,44093.36,421.96
2021/12/7,15:30,45438.47,421.96
2021/12/7,15:45,46820.87,421.96
2021/12/7,16:00,48362.49,421.96
2021/12/7,16:15,49628.01,712.43
2021/12/7,16:30,50916.95,712.43
2021/12/7,16:45,52169.32,712.43
2021/12/7,17:00,52196.52,712.43
2021/12/7,17:15,53110.17,935.63
2021/12/7,17:30,53453.63,935.63
2021/12/7,17:45,53162.48,935.63
2021/12/7,18:00,51958.82,935.63
2021/12/7,18:15,51313.89,676.91
2021/12/7,18:30,50704.22,676.91
2021/12/7,18:45,49959.53,676.91
2021/12/7,19:00,49740.01,676.91
2021/12/7,19:15,49602.31,555.23
2021/12/7,19:30,49547.52,555.23
2021/12/7,19:45,49716.47,555.23
2021/12/7,20:00,49341.76,555.23
2021/12/7,20:15,49658.03,537.08
2021/12/7,20:30,49928.51,537.08
2021/12/7,20:45,49676.6,537.08
2021/12/7,21:00,49929.24,537.08
2021/12/7,21:15,50133.8,489.59
2021/12/7,21:30,49514.96,489.59
2021/12/7,21:45,48682.49,489.59
2021/12/7,22:00,47696.58,489.59
2021/12/7,22:15,47080.56,433.11
2021/12/7,22:30,47112.68,433.11
2021/12/7,22:45,46459.85,433.11
2021/12/7,23:00,47221.65,433.11
2021/12/7,23:15,49126.9,492.79
2021/12/7,23:30,49398.22,492.79
2021/12/7,23:45,48413.56,492.79
2021/12/7,24:00:00,47726.98,492.79
2021/12/8,0:15,47345.66,389.19
2021/12/8,0:30,46887.25,389.19
2021/12/8,0:45,46828.65,389.19
2021/12/8,1:00,46502.56,389.19
2021/12/8,1:15,46383.79,373.7
2021/12/8,1:30,46146.77,373.7
2021/12/8,1:45,46028.16,373.7
2021/12/8,2:00,45902.89,373.7
2021/12/8,2:15,45762.41,353.88
2021/12/8,2:30,45308.6,353.88
2021/12/8,2:45,45212.03,353.88
2021/12/8,3:00,45068.52,353.88
2021/12/8,3:15,45060.52,342.17
2021/12/8,3:30,44775.27,342.17
2021/12/8,3:45,44924.42,342.17
2021/12/8,4:00,44740.32,342.17
2021/12/8,4:15,45019.89,342.63
2021/12/8,4:30,45151.52,342.63
2021/12/8,4:45,45535.25,342.63
2021/12/8,5:00,45474.12,342.63
2021/12/8,5:15,46291.23,398.28
2021/12/8,5:30,46860.23,398.28
2021/12/8,5:45,47491.07,398.28
2021/12/8,6:00,47813.52,398.28
2021/12/8,6:15,48285.22,499.76
2021/12/8,6:30,48143.83,499.76
2021/12/8,6:45,48989.64,499.76
